AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode,scores,lon,lat
SIR ARTHUR LEWIS BUILDING 32 LINCOLN'S INN FIELDS,,LONDON,,The Bean Counter,Restaurant/Cafe/Canteen,1,0,0.9402450048556339,772555,00653/0032/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2A 3PH,2019-11-25T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1148953', 'latitude': '51.5156025'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1148953,51.5156025
27-29 SPRING STREET,,LONDON,,The Bear,Pub/bar/nightclub,7843,0,1.6746542118676855,1679197,R533XD-SM1XTW-B2CHJW,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W2 1JA,2023-11-14T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1753889', 'latitude': '51.5148235'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1753889,51.5148235
,24-27 Bedford Place,,London,The Beauchamp Hotel,Hotel/bed & breakfast/guest house,7842,0,0.6917663363584526,425563,57707,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1B 5JL,2023-11-11T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1248448', 'latitude': '51.5204022'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1248448,51.5204022
32-33 Beaufort Gardens,LONDON,,,The Beaufort Hotel,Hotel/bed & breakfast/guest house,7842,0,1.619007199973808,916678,INSPF/16/193823,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 1PP,2024-06-27T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.164338', 'latitude': '51.497726'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.164338,51.497726
8 BALDERTON STREET,,LONDON,,The Beaumont Hotel,Hotel/bed & breakfast/guest house,7842,0,0.685383344954562,1022891,01124/0008/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1K 6TF,2022-05-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1524269', 'latitude': '51.5131062'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1524269,51.5131062
Beehive Public House,51 Durham Street,London,,The Beehive,Pub/bar/nightclub,7843,0,2.102250410140236,484076,23080/0051/2/000,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE11 5JA,2023-03-10T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.118855', 'latitude': '51.485126'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.118855,51.485126
PADDINGTON STATION CONCOURSE PRAED STREET,,LONDON,,The Beer House,Pub/bar/nightclub,7843,0,1.773014167259042,1036546,18/00052/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W2 1RH,2024-02-06T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1774557', 'latitude': '51.5164833'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1774557,51.5164833
The Bell Public House,29 Bush Lane,London,,The Bell,Pub/bar/nightclub,7843,0,2.033113355225002,1418170,PI/000036962,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4R 0AN,2021-10-07T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0893895', 'latitude': '51.5109992'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.0893895,51.5109992
The Bell PH,50 Middlesex Street,London,,The Bell PH,Pub/bar/nightclub,7843,0,2.623182050323342,148892,9465,530,foodsafety@towerhamlets.gov.uk,Tower Hamlets,http://www.towerhamlets.gov.uk,False,,E1 7EX,2023-08-02T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0756139', 'latitude': '51.5158928'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.0756139,51.5158928
62 PORCHESTER ROAD,,LONDON,,The Bengal restaurant,Restaurant/Cafe/Canteen,1,0,2.2738783340756483,1832262,D5PSMG-MMVJZD-2C9Y0E,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W2 6ET,2024-01-31T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1887948', 'latitude': '51.5184035'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1887948,51.5184035
27-33 Harrington Gardens,LONDON,,,The Bentley London,Restaurant/Cafe/Canteen,1,0,2.501359353593414,333493,INSPF/04/802323,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW7 4JX,2025-09-24T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.184186', 'latitude': '51.492775'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.184186,51.492775
BERKELEY HOTEL 40 WILTON PLACE,,LONDON,,The Berkeley,Hotel/bed & breakfast/guest house,7842,0,1.2068280191834986,413460,01202/0040/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1X 7RL,2026-03-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1550873', 'latitude': '51.5004144'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1550873,51.5004144
Ground Floor,40,Bermondsey Street,London,The bermondsey bar & kitchen,Restaurant/Cafe/Canteen,1,0,2.457698182391364,1171498,195157,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 3UD,2025-11-05T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.082599', 'latitude': '51.501678'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.082599,51.501678
Ground Floor,294,Walworth Road,London,The best kebab,Restaurant/Cafe/Canteen,1,0,2.5333839931053643,550639,182474,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE17 2TE,2025-11-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.095716', 'latitude': '51.487046'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.095716,51.487046
The Birdcage Public House,80 Columbia Road,London,,The Birdcage,Pub/bar/nightclub,7843,0,2.998290372926813,44637,10824,530,foodsafety@towerhamlets.gov.uk,Tower Hamlets,http://www.towerhamlets.gov.uk,False,,E2 7QB,2026-03-21T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0709592', 'latitude': '51.528332'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.0709592,51.528332
112 Vauxhall Walk,London,,,The Black Dog,Pub/bar/nightclub,7843,0,1.8335724122571033,483811,11/00422/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE11 5ER,2026-01-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.121082', 'latitude': '51.488759'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.121082,51.488759
Black Horse Public House,40 Leman Street,London,,The Black Horse,Pub/bar/nightclub,7843,0,2.826429244107279,83673,20568,530,foodsafety@towerhamlets.gov.uk,Tower Hamlets,http://www.towerhamlets.gov.uk,False,,E1 8EU,2025-05-06T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0707685', 'latitude': '51.5137517'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.0707685,51.5137517
,34 Great Queen Street,,London,The Black Penny,Restaurant/Cafe/Canteen,1,0,0.6466590453843086,1016180,193494,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2B 5AA,2023-10-21T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.121727', 'latitude': '51.5152535'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.121727,51.5152535
17 Casson Square,London,,,The Black Penny,Restaurant/Cafe/Canteen,1,0,1.09268325881058,1264068,20/00118/COMM,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE1 7BQ,2026-03-13T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1160547', 'latitude': '51.5041101'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1160547,51.5041101
55 Duke Of York Square,LONDON,,,The Black Penny,Restaurant/Cafe/Canteen,1,0,1.769592392365344,1279693,INSPF/20/254354,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 4LY,2026-04-23T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1580049', 'latitude': '51.4916654'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1580049,51.4916654
6 Black Prince Road,London,,,The Black Prince,Pub/bar/nightclub,7843,0,1.9483057980135525,483205,05100/0006/2/000,522,foodhealthandsafety@lambeth.gov.uk,Lambeth,http://www.lambeth.gov.uk,False,,SE11 6HS,2026-01-17T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.112111', 'latitude': '51.489738'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.112111,51.489738
Blackfriars Tavern,174 Queen Victoria Street,London,,The Blackfriar,Pub/bar/nightclub,7843,0,1.4108093763265752,295254,PI/000105329,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC4V 4EG,2026-01-26T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.103764', 'latitude': '51.512131'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.103764,51.512131
,19 Greville Street,,London,The Bleeding Heart Tavern,Pub/bar/nightclub,7843,0,1.3352024195660812,424567,26569,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,EC1N 8SQ,2026-03-12T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1069261', 'latitude': '51.5193951'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1069261,51.5193951
,16-22 Great Russell Street,,London,The Bloomsbury Hotel,Hotel/bed & breakfast/guest house,7842,0,0.4092268142774206,426183,68422,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1B 3NN,2024-09-10T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1290279', 'latitude': '51.5171687'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1290279,51.5171687
,126 Southampton Row,,London,The Bloomsbury Park Hotel,Hotel/bed & breakfast/guest house,7842,0,0.7748363049875377,423729,11188,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1B 5AD,2023-03-07T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1229367', 'latitude': '51.5208843'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1229367,51.5208843
81 NEWMAN STREET,,LONDON,,The Blue Posts,Restaurant/Cafe/Canteen,1,0,0.24103819943906615,413921,01464/0081/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1T 3ET,2026-06-29T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1355666', 'latitude': '51.5169401'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1355666,51.5169401
,189 Queen's Crescent,,London,The Blue Shop,Retailers - other,4613,0,2.6395910322333305,993187,184337,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW5 4DS,2023-11-15T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1501951', 'latitude': '51.5507414'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1501951,51.5507414
WHITFIELD HOUSE 2-10 SALISBURY STREET,,LONDON,,The Blue Shop,Retailers - other,4613,0,1.5100131959448098,414139,01547/0002/3/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,NW8 8AT,2024-08-05T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1684631', 'latitude': '51.5225572'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1684631,51.5225572
,111-113 Camden High Street,,London,The Blues Kitchen,Pub/bar/nightclub,7843,0,1.6415942161454886,425869,61765,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 7JN,2026-07-15T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1412468', 'latitude': '51.537075'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1412468,51.537075
FLEMING BARGE BEHIND 37 THE POINT NORTH WHARF ROAD,,LONDON,,The Boathouse London,Other catering premises,7841,0,1.748234988134204,1453040,22/00063/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W2 1AF,2022-02-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1763673', 'latitude': '51.5184717'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1763673,51.5184717
,10-20,Redcross Way,London,The boot & flogger,Pub/bar/nightclub,7843,0,1.9519143808261574,364600,3516,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 1TA,2024-04-11T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.093647', 'latitude': '51.504188'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.093647,51.504188
Basement Retail Unit,25-26 Lime Street,London,,The Bootlegger's Club Ltd,Pub/bar/nightclub,7843,0,2.2848377945380034,812934,PI/000028193,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC3M 7HR,2019-11-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.083422', 'latitude': '51.511953'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.083422,51.511953
15 CHARLES II STREET,,LONDON,,The Borough Barista Ltd,Restaurant/Cafe/Canteen,1,0,0.3940061958957045,568272,13/00033/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1Y 4QU,2024-09-16T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1322385', 'latitude': '51.508452'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1322385,51.508452
St George The Martyr C Of E Church,,Borough High Street,London,The borough food co-operative,Restaurant/Cafe/Canteen,1,0,2.065565359869749,1267958,197176,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 1JA,2026-02-03T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0923729985952377', 'latitude': '51.5016937255859'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.0923729985952377,51.5016937255859
7 Sloane Square,LONDON,,,The Botanist,Restaurant/Cafe/Canteen,1,0,1.653745408211701,333775,INSPF/08/044979,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW1W 8EE,2025-04-07T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.156658', 'latitude': '51.493118'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.156658,51.493118
35 Broadgate Circle,London,,,The Botanist,Pub/bar/nightclub,7843,0,2.3055968533310605,758636,PI/000026809,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC2M 2QS,2026-04-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.08359', 'latitude': '51.518924'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.08359,51.518924
30 MARYLEBONE LANE,,LONDON,,The BoTree,Hotel/bed & breakfast/guest house,7842,0,0.5500626740961342,1647371,F4NNQG-9JDMMK-MESRFC,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 2DR,2026-07-04T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1488062', 'latitude': '51.515675'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1488062,51.515675
The Bottle Cocktail Shop,Gnd Flr & Mezz Flr Unit G15,129L Upper Street,London,The Bottle Cocktail Shop,Retailers - other,4613,0,2.2540195971294406,1535275,PI/000273828,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,N1 1QP,2023-06-19T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1035223', 'latitude': '51.5388633'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1035223,51.5388633
The Boundary,Unit 4 Cowcross Place,Cowcross Street,London,The Boundary,Pub/bar/nightclub,7843,0,1.5443699473024808,417181,PI/000132665,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,EC1M 5UG,2024-01-04T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1022099', 'latitude': '51.5201552'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1022099,51.5201552
11-12 WALKER'S COURT,,LONDON,,The Box,Restaurant/Cafe/Canteen,1,0,0.1236032855103884,414453,01793/0011/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 0BZ,2024-07-26T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1341344', 'latitude': '51.5124839'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.1341344,51.5124839
180 QUEENSWAY,,LONDON,,The Bread House,Restaurant/Cafe/Canteen,1,0,2.2144297156125523,1935988,FGQ9E5-A669JN-Z07AD4,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W2 6LY,2026-06-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1879268', 'latitude': '51.5152157'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.1879268,51.5152157
,11,Southwark Street,London,The breakfast club,Restaurant/Cafe/Canteen,1,0,2.0463623062992995,708631,184001,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 1RQ,2025-11-06T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.091138', 'latitude': '51.504551'}","{'Hygiene': None, 'Structural': None, 'ConfidenceInManagement': None}",-0.091138,51.504551
,55 Neal Street,,London,THE BREAKFAST CLUB,Restaurant/Cafe/Canteen,1,0,0.44366632453048077,1676111,203610,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2H 9PJ,2025-04-02T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1263494', 'latitude': '51.5146529'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1263494,51.5146529
BASEMENT AND GROUND FLOOR 33 D'ARBLAY STREET,,LONDON,,The Breakfast Club,Restaurant/Cafe/Canteen,1,0,0.09758921840336783,412851,00945/0033/0/001,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 8EU,2022-01-28T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1353688', 'latitude': '51.5147247'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1353688,51.5147247
12-16 Artillery Lane,London,,,The Breakfast Club,Pub/bar/nightclub,7843,0,2.5237442994932993,294898,PI/000019030,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,E1 7LS,2024-06-07T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.078324', 'latitude': '51.518353'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.078324,51.518353
,2-4 RUFUS STREET,Hackney,London,The Breakfast Club,Restaurant/Cafe/Canteen,1,0,2.5606803290382296,470151,33372,512,technicalbusinesssupport@hackney.gov.uk,Hackney,https://hackney.gov.uk/environmental-health#food,False,,N1 6PE,2020-01-31T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0811026', 'latitude': '51.5271136'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.0811026,51.5271136
The Breakfast Company,Basement And Ground Floor,23-24 Easton Street,London,The Breakfast Company,Other catering premises,7841,0,1.4027103068167577,1790573,PI/000297022,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,WC1X 0DS,2025-03-20T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1111247', 'latitude': '51.5262613'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.1111247,51.5262613
The Breakout Cafe,Ground Floor,419 Caledonian Road,London,The Breakout Cafe,Restaurant/Cafe/Canteen,1,0,2.316003081667813,416214,PI/000024321,519,Commercial.Envh@islington.gov.uk,Islington,http://www.islington.gov.uk,False,,N7 9BQ,2024-06-28T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1179359', 'latitude': '51.5449677'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1179359,51.5449677
42 WIGMORE STREET,,LONDON,,The Brew Yard - Trinity Bridge,Restaurant/Cafe/Canteen,1,0,0.5528362065426934,1902009,PZZ1H3-VXB15Z-B35XSZ,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 2RY,2026-01-21T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1483584', 'latitude': '51.5165925'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.1483584,51.5165925
Offices The Whitbread Brewery,52 Chiswell Street,London,,The Brewery On Chiswell Street Ltd,Other catering premises,7841,0,2.022801802506052,1043775,PI/000032356,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC1Y 4SA,2025-09-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0909349992871284', 'latitude': '51.5207901000977'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.0909349992871284,51.5207901000977
37 CRANBOURN STREET,,LONDON,,The Brewmaster,Restaurant/Cafe/Canteen,1,0,0.3840938615124019,428168,01652/0037/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 7AD,2025-01-25T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.12828321', 'latitude': '51.51132'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.12828321,51.51132
,92,Brandon Street,London,The brews brothers,Mobile caterer,7846,0,2.4916963093059765,1796381,202293,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE17 1AL,2025-11-25T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.092463', 'latitude': '51.490068'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.092463,51.490068
BRIDGE HOUSE HOTEL 13 WESTBOURNE TERRACE ROAD,,LONDON,,The Bridge House,Restaurant/Cafe/Canteen,1,0,2.11736937611537,414328,01606/0013/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W2 6NG,2026-02-02T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.1842364', 'latitude': '51.5210308'}","{'Hygiene': 0, 'Structural': 0, 'ConfidenceInManagement': 5}",-0.1842364,51.5210308
,73-81,Southwark Bridge Road,London,The bridge social,Restaurant/Cafe/Canteen,1,0,1.8696391388787483,781487,180036,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 0NQ,2026-01-23T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.095445', 'latitude': '51.504595'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.095445,51.504595
,32-34,Borough High Street,London,The bridge tap,Pub/bar/nightclub,7843,0,2.0638671409000713,364736,45758,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 1XU,2026-04-08T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.090737', 'latitude': '51.5045'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.090737,51.5045
3 Potters Fields Park,,Potters Fields,London,The bridge theatre,Pub/bar/nightclub,7843,0,2.5825072330109466,1210952,195231,528,food@southwark.gov.uk,Southwark,http://www.southwark.gov.uk/,False,,SE1 2SG,2024-06-26T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.07866', 'latitude': '51.5034466'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 0}",-0.07866,51.5034466
Public House,1 Allen Street,LONDON,,The Britannia,Pub/bar/nightclub,7843,0,2.748535931817404,334424,INSPF/92/524992,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,W8 6UX,2024-07-31T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.194732', 'latitude': '51.497109'}","{'Hygiene': 5, 'Structural': 0, 'ConfidenceInManagement': 0}",-0.194732,51.497109
The Britannia Public House,20 Monument Street,London,,The Britannia,Pub/bar/nightclub,7843,0,2.190879598177652,1908472,26/00043/COMM,508,publicprotection@cityoflondon.gov.uk,City of London Corporation,http://www.cityoflondon.gov.uk/Corporation/homepage.htm,False,,EC3R 8AJ,2026-02-10T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.0858748', 'latitude': '51.5099257'}","{'Hygiene': 0, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.0858748,51.5099257
Public House,279-283 Brompton Road,LONDON,,The Brompton Cross,Pub/bar/nightclub,7843,0,1.9201015423943784,1762234,INSPF/24/350142,520,food.hygiene@rbkc.gov.uk,Kensington and Chelsea,http://www.rbkc.gov.uk,False,,SW3 2DY,2025-02-25T00:00:00,fhrs_5_en-gb,5,,FHRS,"{'longitude': '-0.168558', 'latitude': '51.494159'}","{'Hygiene': 5, 'Structural': 5, 'ConfidenceInManagement': 5}",-0.168558,51.494159
