AddressLine1,AddressLine2,AddressLine3,AddressLine4,BusinessName,BusinessType,BusinessTypeID,ChangesByServerID,Distance,FHRSID,LocalAuthorityBusinessID,LocalAuthorityCode,LocalAuthorityEmailAddress,LocalAuthorityName,LocalAuthorityWebSite,NewRatingPending,Phone,PostCode,RatingDate,RatingKey,RatingValue,RightToReply,SchemeType,geocode.longitude,geocode.latitude,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement
5 HAREWOOD PLACE,,LONDON,,Subway,Restaurant/Cafe/Canteen,1,0,0.4545982467686399,411425,00405/0005/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 1BY,2025-01-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1444979,51.5145817,0.0,0.0,0.0
3 ADELAIDE STREET,,LONDON,,Subway,Restaurant/Cafe/Canteen,1,0,0.4906917750904766,414459,01843/0003/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2N 4HZ,2025-10-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1257203,51.5089145,5.0,5.0,5.0
19 LANSDOWNE ROW,,LONDON,,Subway,Restaurant/Cafe/Canteen,1,0,0.5805048255276634,412469,00839/0019/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1J 8QG,2024-04-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1444154,51.5084564,0.0,0.0,0.0
19-20 EMBANKMENT PLACE,,LONDON,,Subway,Restaurant/Cafe/Canteen,1,0,0.6468294151350492,570685,01314/0019/3/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2N 6NN,2024-02-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1229117,51.5074757,0.0,0.0,0.0
2 UPPER ST MARTIN'S LANE,,LONDON,,Subway,Restaurant/Cafe/Canteen,1,0,0.310793000532644,414583,05/00085/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 9NY,2020-03-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1272831,51.5121404,0.0,0.0,0.0
BASEMENT AND GROUND FLOOR 47 GREAT MARLBOROUGH STREET,,LONDON,,Sucre,Restaurant/Cafe/Canteen,1,0,0.18981614950452427,1403929,21/00588/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 7JP,2025-09-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1383575,51.5142416,0.0,0.0,5.0
1 RUSSELL STREET,,LONDON,,Sugar Sin,Retailers - other,4613,0,0.5723387811990363,414120,01534/0001/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2B 5JD,2019-11-25T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1208091,51.5126938,5.0,5.0,5.0
CA1 Seven Dials Market,35 Earlham Street,,London,SUKOSHI,Takeaway/sandwich shop,7844,0,0.34732067107740083,1628380,202824,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2H 9LX,2024-12-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1259243,51.5139073,0.0,5.0,0.0
GROUND FLOOR TO FIRST FLOOR 38 SOHO SQUARE,,LONDON,,Sunrider Europe,Retailers - other,4613,0,0.10330698661176048,1349126,01018/0038/0/001,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 3HB,2025-03-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1330444,51.5151734,0.0,0.0,0.0
,232-233 High Holborn,,London,Superdrug Stores Plc,Retailers - other,4613,0,0.6639748603268383,423787,12531,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1V 7DA,2025-06-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.11973299831152,51.5174789428711,0.0,0.0,0.0
UNIT C11 WEST ONE SHOPPING CENTRE 381 OXFORD STREET,,LONDON,,Superdrug Stores Plc,Retailers - other,4613,0,0.6702976074147264,411042,00159/0381/0/007,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1C 2JS,2024-09-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1495888,51.5137898,0.0,0.0,0.0
,33-35 Brunswick Centre,,London,Superdrug Stores Plc,Retailers - other,4613,0,0.8376619877129557,425280,53202,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1N 1AF,2025-08-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1239114,51.5241733,0.0,0.0,0.0
,39-45 Tottenham Court Road,,London,Superdrug Stores Plc,Retailers - other,4613,0,0.35296375172926714,425291,53331,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 2EA,2024-07-29T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.133094996213913,51.5188789367676,0.0,0.0,0.0
,24 High Holborn,,London,Superdrug Stores plc,Retailers - other,4613,0,0.9596988253457991,1860501,206502,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1V 6AZ,2026-04-13T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1130291,51.5185581,0.0,5.0,5.0
25 PETER STREET,,LONDON,,Supernova,Restaurant/Cafe/Canteen,1,0,0.0832515054633046,1595444,23/00105/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 0AH,2023-10-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1344026,51.512623,0.0,0.0,0.0
BASEMENT AND GROUND FLOOR 15 NORTH AUDLEY STREET,,LONDON,,Supernova Burger,Restaurant/Cafe/Canteen,1,0,0.8270308789871695,1873494,M89NVB-EAEP0T-ZSAA8N,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1K 6WZ,2025-10-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1532136,51.5132535,0.0,0.0,0.0
Unit 1 Medway Court,Judd Street,,London,Supersave Food & Wine,Retailers - other,4613,0,0.9925915474167399,426319,7154,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1H 9QX,2023-03-08T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.12457700073719,51.5269165039063,0.0,0.0,0.0
BASEMENT CONCESSION JOHN LEWIS 278-306 OXFORD STREET,,LONDON,,Sushi Daily,Takeaway/sandwich shop,7844,0,0.4594476249350272,1016805,17/00434/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,,2025-10-01T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.14451094,51.51499798,0.0,0.0,0.0
,246 High Holborn,,London,SUSHI DAILY,Retailers - other,4613,0,0.7017310014094895,1653945,203203,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1V 7EX,2024-01-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1187548,51.5174271,0.0,0.0,5.0
Waitrose,Brunswick Centre,,London,Sushi Daily,Takeaway/sandwich shop,7844,0,0.8526963633231028,1016155,183246,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1N 1AF,2024-06-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.123503997921944,51.5242729187012,0.0,5.0,0.0
CONCESSION AT 98-101 MARYLEBONE HIGH STREET,,LONDON,,Sushi Daily @Waitrose,Restaurant/Cafe/Canteen,1,0,0.8709676331141162,1022903,17/00458/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 4RJ,2025-09-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1520519,51.519521,0.0,0.0,0.0
,106 New Oxford Street,,London,SUSHI DOG,Restaurant/Cafe/Canteen,1,0,0.3215809527040256,1759036,204868,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1A 1HB,2024-11-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1283771,51.5168705,5.0,5.0,5.0
UNIT B,141-153 Drummond Street,,London,SUSHI POINT & SUSHI-MI,Takeaway/sandwich shop,7844,0,0.8978140737562611,1640830,203032,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 2PB,2025-08-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.137724,51.5265875,5.0,0.0,5.0
35 THE MARKET,COVENT GARDEN,LONDON,,Sushi Samba Covent Garden,Restaurant/Cafe/Canteen,1,0,0.490552336826088,1079733,18/00296/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2E 8RF,2025-04-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1229392,51.5120625,0.0,5.0,5.0
67-69 WEYMOUTH STREET,,LONDON,,Sushi Shop,Takeaway/sandwich shop,7844,0,0.85589699569062,804076,15/00232/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1G 8NY,2026-03-11T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1513304,51.5198964,5.0,5.0,5.0
,1 Tower Street,,London,SushiDog,Takeaway/sandwich shop,7844,0,0.24676168196087417,1251773,198162,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2H 9NP,2022-05-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1283048,51.5133622,0.0,5.0,0.0
78 STRAND,,LONDON,,SushiDog,Restaurant/Cafe/Canteen,1,0,0.577390885456699,1656563,LK7TT0-TB8ATE-Q1NN6W,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2R 0DE,2025-06-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1220441,51.5099978,0.0,5.0,0.0
54 BREWER STREET,,LONDON,,SushiDog,Restaurant/Cafe/Canteen,1,0,0.18357695487548376,1470361,01132/0054/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 9TH,2025-07-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1359356,51.5114334,0.0,5.0,0.0
,101-106 Tottenham Court Road,,London,SUSHIDOG,Restaurant/Cafe/Canteen,1,0,0.6214928627026509,1813680,205799,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 4TT,2026-06-08T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.136691,51.5226393,0.0,0.0,0.0
121-125 CHARING CROSS ROAD,,LONDON,,Sushinoya,Restaurant/Cafe/Canteen,1,0,0.184835888064915,1863903,ADTWLR-R9D6Y8-4KQ012,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 0EA,2026-01-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1301448,51.514985,0.0,0.0,0.0
BASEMENT AND GROUND FLOOR ASTORIA HOUSE 62 SHAFTESBURY AVENUE,,LONDON,,Sushinoya,Restaurant/Cafe/Canteen,1,0,0.1664656730482433,1873480,BPR1AF-KC9YDZ-0N087M,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 6LT,2025-10-24T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1325142,51.5115768,0.0,5.0,0.0
GROUND FLOOR 21 BATEMAN STREET,,LONDON,,Suvlaki,Restaurant/Cafe/Canteen,1,0,0.11554399398087223,1206513,19/00502/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 3AL,2025-04-09T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1314104,51.5142481,5.0,5.0,5.0
RAMILLIES HOUSE 1-2 RAMILLIES STREET,,LONDON,,Sweatbox Soho,Restaurant/Cafe/Canteen,1,0,0.21771820815164852,1378652,18/00150/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 7LN,2022-02-03T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1387643,51.5148686,0.0,0.0,0.0
Unit 2 Block D,1 Eversholt Street,,London,Sweet Exspress,Retailers - other,4613,0,0.9873565340180737,1006881,193471,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,NW1 2DN,2017-10-02T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.132156997919083,51.5280456542969,0.0,5.0,5.0
BASEMENT AND GROUND FLOOR 12 OLD COMPTON STREET,,LONDON,,Swift,Restaurant/Cafe/Canteen,1,0,0.16940190381122114,932338,16/00487/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 4TQ,2026-05-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1300605,51.5137769,0.0,0.0,0.0
15 JOHN PRINCE'S STREET,,LONDON,,Swingers West End,Restaurant/Cafe/Canteen,1,0,0.4337784482354849,1036539,18/00039/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1G 0AB,2024-01-17T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.143475,51.5159574,0.0,5.0,0.0
,114-118 Southampton Row,,London,Swiss Butter,Restaurant/Cafe/Canteen,1,0,0.6805805513983294,1628384,202830,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1B 5AA,2025-02-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1225869,51.5206269,5.0,5.0,5.0
Swiss Church in London,79 Endell Street,,London,Swiss Church in London,Restaurant/Cafe/Canteen,1,0,0.3659736016253336,1251797,198232,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2H 9AJ,2021-11-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.125727996230125,51.5150489807129,0.0,0.0,0.0
FOOD HALL SELFRIDGES 400 OXFORD STREET,,LONDON,,Swoon@Selfridges,Retailers - other,4613,0,0.8107793063612285,1351382,21/00178/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1A 1AB,2023-12-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1528138,51.5145871,0.0,0.0,0.0
17 SEYMOUR PLACE,,LONDON,,T By Tamara,Restaurant/Cafe/Canteen,1,0,0.8216614683160307,1470365,22/00118/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1H 5BF,2025-01-08T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.152753,51.5160879,,,
137 STRAND,,LONDON,,T4,Restaurant/Cafe/Canteen,1,0,0.6783262863356994,1489368,22/00181/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2R 1HH,2022-04-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1187482,51.5112939,0.0,0.0,0.0
Unit 34,Brunswick Centre,,London,T4 BUBBLE TEA,Takeaway/sandwich shop,7844,0,0.8376619877129557,1660828,203350,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1N 1AE,2024-01-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1239114,51.5241733,0.0,5.0,5.0
,13 Warren Street,,London,T4 TEA FOR U,Takeaway/sandwich shop,7844,0,0.731601776976057,1485758,200920,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 5LH,2026-03-31T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1387971,51.5239607,5.0,5.0,5.0
DEVONSHIRE HOUSE MAYFAIR PLACE,,LONDON,,TA Associates,Restaurant/Cafe/Canteen,1,0,0.5939227896456243,1929443,G7FL4X-RS4LMH-PPYDEC,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1J 8AJ,2026-05-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1428806,51.5072181,0.0,0.0,0.0
20 NEWPORT COURT,,LONDON,,Taiyakiya,Takeaway/sandwich shop,7844,0,0.2582256151014312,1693250,LMWBHF-M0Y9AK-HQG3QG,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 7JS,2024-02-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1288459,51.5118835,0.0,0.0,5.0
109 MARYLEBONE HIGH STREET,,LONDON,,Taka Marylebone,Restaurant/Cafe/Canteen,1,0,0.849140581315887,413850,01405/0109/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,True,,W1U 4RX,2024-12-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1519308,51.5189526,5.0,5.0,5.0
36 ALBEMARLE STREET,WEST END,LONDON,,Taku,Restaurant/Cafe/Canteen,1,0,0.48463956208942593,1559420,22/00671/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1S 4JE,2025-03-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1419223,51.5088126,0.0,0.0,0.0
167-169 WARDOUR STREET,,LONDON,,Tamarind Kitchen,Restaurant/Cafe/Canteen,1,0,0.0758385807828887,412202,00688/0167/0/001,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 8WR,2025-01-30T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1350682,51.514675,0.0,0.0,0.0
11 BAKER STREET,,LONDON,,Tamarind Tiger,Restaurant/Cafe/Canteen,1,0,0.9636541047065805,1206519,19/00510/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 3AH,2020-02-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1557667,51.5171245,0.0,0.0,0.0
BASEMENT AND GROUND FLOOR NOEL HOUSE 19-20 POLAND STREET,,LONDON,,Tamila,Restaurant/Cafe/Canteen,1,0,0.15658016792150864,1912119,FFMYA6-ERQAJ5-EKWNCG,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 8QF,2026-03-06T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1370869,51.5150038,0.0,0.0,0.0
GROUND FLOOR ASHBROOK HOUSE 3-5 RATHBONE PLACE,,LONDON,,Tampopo,Restaurant/Cafe/Canteen,1,0,0.2004340480250452,414092,01522/0003/1/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1T 1HJ,2024-07-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.132956,51.5166288,0.0,5.0,0.0
17 FRITH STREET,,LONDON,,Tangra,Restaurant/Cafe/Canteen,1,0,0.11672400062080646,1876424,P4YJKF-CWHXAZ-BZASZ0,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1D 4RG,2025-11-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1312866,51.5137515,5.0,5.0,5.0
BASEMENT AND GROUND FLOOR 46 BROADWICK STREET,,LONDON,,Tapas Brindisa Soho,Restaurant/Cafe/Canteen,1,0,0.11468977181802997,413180,01077/0046/0/001,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 7AF,2024-05-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.136653,51.51363,5.0,0.0,5.0
,158 Drury Lane,,London,Tario Express Food & Wine,Retailers - other,4613,0,0.5113729076367541,425146,49098,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2B 5QG,2023-02-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1222573,51.5149742,5.0,0.0,5.0
,183 Drury Lane,,London,TARIQ HALAL MEAT ( HOLBORN ) LTD,Retailers - other,4613,0,0.467692188006583,1579333,202091,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2B 5QF,2023-02-21T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1236471,51.5158777,5.0,5.0,5.0
61 BREWER STREET,,LONDON,,Taro Japanese Restaurant,Restaurant/Cafe/Canteen,1,0,0.18014849455124235,413314,01132/0061/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 9UW,2026-01-19T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.135563,51.5113825,,,
38-40 JAMES STREET,MARYLEBONE,LONDON,,TAVERNA ERMOU,Restaurant/Cafe/Canteen,1,0,0.7225109391301802,1918179,K38YK0-CZ7SV4-VW7WCN,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 1ET,2026-06-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1506043,51.5154066,5.0,5.0,5.0
,183 Tottenham Court Road,,London,TCR Lounge Bar,Pub/bar/nightclub,7843,0,0.5715306623799555,1000126,193196,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 7PE,2023-02-20T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1354019,51.5220273,5.0,5.0,5.0
,112 Great Russell Street,,London,TEA KNOWS,Restaurant/Cafe/Canteen,1,0,0.30141755925286623,1542746,201685,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1B 3NP,2022-11-23T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.129929006099701,51.5173530578613,5.0,5.0,5.0
17 WHITCOMB STREET,,LONDON,,Tea Parlour,Restaurant/Cafe/Canteen,1,0,0.3731778143466744,1698383,DLH75J-EDV28T-MD0BH3,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 7HA,2024-04-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1304196,51.5088816,0.0,5.0,5.0
32 GROSVENOR SQUARE,,LONDON,,tease,Restaurant/Cafe/Canteen,1,0,0.830166951081916,1694016,P647TC-5RGTR4-CHWXQC,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1K 2HL,2024-02-07T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1525879,51.5105548,5.0,0.0,0.0
,36 Neal Street,,London,Teatulia,Restaurant/Cafe/Canteen,1,0,0.3669437130372539,1222842,197092,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC2H 9PS,2020-02-10T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1255232,51.5144149,5.0,5.0,5.0
5 MERCER WALK,WESTMINSTER,LONDON,,Temper,Restaurant/Cafe/Canteen,1,0,0.35704498801135404,1045905,18/00089/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2H 9FA,2024-06-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1257848,51.5130497,5.0,0.0,0.0
25 BROADWICK STREET,,LONDON,,Temper,Restaurant/Cafe/Canteen,1,0,0.07829374702351585,1857239,LZWPP4-KDSY01-QJKH7R,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1F 0DF,2025-08-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1357523,51.5134936,0.0,5.0,0.0
TAXI CAB SHELTER TEMPLE PLACE,,LONDON,,Temple Cabman Shelter,Takeaway/sandwich shop,7844,0,0.8517775559212557,1763967,RYYXL4-GSW4ZF-Z2XXF4,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2R 2PH,2025-05-27T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1146946,51.51104,5.0,5.0,5.0
10 MANCHESTER STREET,,LONDON,,Ten Manchester Street Hotel,Hotel/bed & breakfast/guest house,7842,0,0.920935962805663,411778,00553/0010/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1U 4DG,2025-02-18T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1538539,51.518803,0.0,0.0,0.0
Chesterford House,28 Store Street,,London,TEO HOT POT,Restaurant/Cafe/Canteen,1,0,0.42361662993140387,1759042,204883,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1E 7BS,2025-06-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.13146,51.5197254,0.0,0.0,0.0
3-5 BURLEIGH STREET,,LONDON,,TEQUILA MOCKINGBIRD,Pub/bar/nightclub,7843,0,0.6074600919222267,1637213,RJQV6H-SH3HFQ-MBJ5WF,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2E 7PX,2024-02-28T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1205185,51.5111743,0.0,0.0,0.0
University Of London Birkbeck College,Malet Street,,London,TERRACE 5,Restaurant/Cafe/Canteen,1,0,0.5808283807772516,1498719,201105,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1E 7HX,2023-06-05T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.130334004759789,51.5218925476074,0.0,5.0,0.0
BASEMENT AND GROUND FLOOR EAST WELLINGTON HOUSE 125-130 STRAND,,LONDON,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,0.6621622997217445,414192,01576/0125/1/001,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2R 0AP,2024-11-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1192796,51.5109877,0.0,0.0,0.0
GROUND FLOOR THE PLAZA 17-25 REGENT STREET,,LONDON,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,0.33608718293084533,444725,01217/0017/1/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1Y 4LR,2025-01-22T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1344664,51.508946,0.0,0.0,0.0
22-25 BEDFORD STREET,,LONDON,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,0.4249252446648797,428021,01103/0022/0/000,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,WC2E 9EQ,2025-10-16T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1251871,51.5110193,,,
UNIT A AND B PORTCULLIS HOUSE BRIDGE STREET,,LONDON,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,0.9554233617716444,412313,00758/2005/9/001,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,SW1A 2LW,2024-11-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1243451,51.5013476,5.0,0.0,0.0
Tesco Express 19-21,High Holborn,,London,TESCO,Retailers - supermarkets/hypermarkets,7840,0,0.975159910507796,1278176,198760,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,WC1V 6BS,2024-12-12T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.112609997391701,51.5184936523438,0.0,0.0,0.0
101 NEW CAVENDISH STREET,,LONDON,,Tesco,Retailers - supermarkets/hypermarkets,7840,0,0.5584427685901429,741334,09/00103/COMM,533,foodsafety@westminster.gov.uk,Westminster,http://www.westminster.gov.uk/,False,,W1W 6XH,2025-05-15T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1410536,51.5205883,0.0,0.0,0.0
,267 Tottenham Court Road,,London,TESCO,Retailers - supermarkets/hypermarkets,7840,0,0.2639010678563129,1587395,202185,506,foodsafety@camden.gov.uk,Camden,http://www.camden.gov.uk,False,,W1T 7RQ,2023-04-26T00:00:00,fhrs_5_en-gb,5,,FHRS,-0.1302658,51.5168328,0.0,5.0,0.0
